# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Dec 17 11:29:45 2014
#
# CONSTRAINT:  where (pl_discmethod like '%Transit%'
# CONSTRAINT:  and pl_pnum > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_hostname asc, pl_orbper asc
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_dens,pl_orbincl,pl_ttvflag,pl_kepflag,st_mass,st_masserr,st_rad,st_raderr,pl_masse,pl_masseerr1,pl_masseerr2,pl_rads,pl_radserr1,pl_radserr2
938,Kepler-141,b,Transit,2,3.10767500,0.00002200,-0.00002200,0.039000,,,,,0,1,1.00,,0.79,0.04,,,,0.006,0.001,-0.001
939,Kepler-141,c,Transit,2,7.01060600,0.00002000,-0.00002000,0.067000,,,,,0,1,1.00,,0.79,0.04,,,,0.013,0.001,-0.001
940,Kepler-142,b,Transit,3,2.02415200,0.00000300,-0.00000300,0.032000,,,,,0,1,0.99,,1.27,0.24,,,,0.018,0.004,-0.004
941,Kepler-142,c,Transit,3,4.76170200,0.00000500,-0.00000500,0.057000,,,,,0,1,0.99,,1.27,0.24,,,,0.026,0.005,-0.005
942,Kepler-142,d,Transit,3,41.80911800,0.00056200,-0.00056200,0.242000,,,,,0,1,0.99,,1.27,0.24,,,,0.020,0.004,-0.004
943,Kepler-143,b,Transit,2,16.00758300,0.00009300,-0.00009300,0.127000,,,,,0,1,,,1.36,0.32,,,,0.022,0.005,-0.005
944,Kepler-143,c,Transit,2,27.08251100,0.00016900,-0.00016900,0.181000,,,,,0,1,,,1.36,0.32,,,,0.031,0.008,-0.008
945,Kepler-144,b,Transit,2,5.88527300,0.00002000,-0.00002000,0.066000,,,,,0,1,1.03,,1.24,0.24,,,,0.012,0.002,-0.002
946,Kepler-144,c,Transit,2,10.10466500,0.00004300,-0.00004300,0.094000,,,,,0,1,1.03,,1.24,0.24,,,,0.012,0.002,-0.002
947,Kepler-145,b,Transit,2,22.95100000,,,,,,,,1,1,1.32,0.10,1.85,0.05,37.10000,11.60000,-11.60000,0.024,0.001,-0.001
948,Kepler-145,c,Transit,2,42.88200000,,,,,,,,1,1,1.32,0.10,1.85,0.05,79.40000,16.40000,-16.40000,0.040,0.001,-0.001
949,Kepler-146,b,Transit,2,31.15879900,0.00007900,-0.00007900,0.200000,,,,,0,1,,,1.21,0.23,,,,0.034,0.006,-0.006
950,Kepler-146,c,Transit,2,76.73217100,0.00060900,-0.00060900,0.364000,,,,,0,1,,,1.21,0.23,,,,0.029,0.005,-0.005
951,Kepler-147,b,Transit,2,12.61058400,0.00022800,-0.00022800,0.113000,,,,,0,1,1.01,,1.47,0.29,,,,0.014,0.003,-0.003
952,Kepler-147,c,Transit,2,33.41642300,0.00041600,-0.00041600,0.216000,,,,,0,1,1.01,,1.47,0.29,,,,0.022,0.004,-0.004
953,Kepler-148,b,Transit,2,1.72936600,0.00000400,-0.00000400,0.028000,,,,,0,1,,,0.85,0.41,,,,0.017,0.008,-0.008
954,Kepler-148,c,Transit,2,4.18004300,0.00000400,-0.00000400,0.050000,,,,,0,1,,,0.85,0.41,,,,0.033,0.016,-0.016
955,Kepler-149,b,Transit,3,29.19894300,0.00004100,-0.00004100,0.184000,,,,,0,1,,,0.95,0.14,,,,0.039,0.005,-0.005
956,Kepler-149,c,Transit,3,55.32832800,0.00194600,-0.00194600,0.281000,,,,,0,1,,,0.95,0.14,,,,0.015,0.002,-0.002
957,Kepler-149,d,Transit,3,160.01803200,0.00109600,-0.00109600,0.571000,,,,,0,1,,,0.95,0.14,,,,0.036,0.006,-0.006
958,Kepler-150,b,Transit,4,3.42805400,0.00002600,-0.00002600,0.044000,,,,,0,1,,,0.94,0.14,,,,0.011,0.002,-0.002
959,Kepler-150,c,Transit,4,7.38199800,0.00001000,-0.00001000,0.073000,,,,,0,1,,,0.94,0.14,,,,0.034,0.005,-0.005
960,Kepler-150,d,Transit,4,12.56093000,0.00003600,-0.00003600,0.104000,,,,,0,1,,,0.94,0.14,,,,0.026,0.004,-0.004
961,Kepler-150,e,Transit,4,30.82655700,0.00019900,-0.00019900,0.189000,,,,,0,1,,,0.94,0.14,,,,0.029,0.005,-0.005
962,Kepler-151,b,Transit,2,15.22895800,0.00003000,-0.00003000,0.116000,,,,,0,1,0.83,,0.83,0.41,,,,0.028,0.014,-0.014
963,Kepler-151,c,Transit,2,24.67461200,0.00010600,-0.00010600,0.160000,,,,,0,1,0.83,,0.83,0.41,,,,0.019,0.009,-0.009
964,Kepler-152,b,Transit,2,18.20797300,0.00002300,-0.00002300,0.124000,,,,,0,1,,,0.72,0.04,,,,0.026,0.002,-0.002
965,Kepler-152,c,Transit,2,88.25505500,0.00030900,-0.00030900,0.356000,,,,,0,1,,,0.72,0.04,,,,0.022,0.002,-0.002
966,Kepler-153,b,Transit,2,18.87022700,0.00003900,-0.00003900,0.129000,,,,,0,1,,,0.89,0.54,,,,0.027,0.016,-0.016
967,Kepler-153,c,Transit,2,46.90232000,0.00021500,-0.00021500,0.237000,,,,,0,1,,,0.89,0.54,,,,0.023,0.014,-0.014
968,Kepler-154,b,Transit,2,33.04053200,0.00021500,-0.00021500,0.198000,,,,,0,1,0.89,,1.00,0.19,,,,0.021,0.004,-0.004
969,Kepler-154,c,Transit,2,62.30327600,0.00040600,-0.00040600,0.303000,,,,,0,1,0.89,,1.00,0.19,,,,0.027,0.006,-0.006
970,Kepler-155,b,Transit,2,5.93119400,0.00000800,-0.00000800,0.056000,,,,,0,1,0.58,,0.62,0.03,,,,0.019,0.002,-0.002
971,Kepler-155,c,Transit,2,52.66179300,0.00023600,-0.00023600,0.242000,,,,,0,1,0.58,,0.62,0.03,,,,0.021,0.001,-0.001
972,Kepler-156,b,Transit,2,4.97345600,0.00000800,-0.00000800,0.054000,,,,,0,1,,,0.81,0.05,,,,0.021,0.002,-0.002
973,Kepler-156,c,Transit,2,15.90680100,0.00004500,-0.00004500,0.117000,,,,,0,1,,,0.81,0.05,,,,0.023,0.002,-0.002
974,Kepler-157,b,Transit,2,1.73234200,0.00000600,-0.00000600,0.028000,,,,,0,1,,,1.04,0.20,,,,0.012,0.002,-0.002
975,Kepler-157,c,Transit,2,13.54050000,0.00004900,-0.00004900,0.110000,,,,,0,1,,,1.04,0.20,,,,0.021,0.004,-0.004
976,Kepler-158,b,Transit,2,16.70918400,0.00006400,-0.00006400,0.111000,,,,,0,1,,,0.62,0.08,,,,0.019,0.003,-0.003
977,Kepler-158,c,Transit,2,28.55138300,0.00014000,-0.00014000,0.158000,,,,,0,1,,,0.62,0.08,,,,0.017,0.003,-0.003
978,Kepler-159,b,Transit,2,10.13962300,0.00002200,-0.00002200,0.082000,,,,,1,1,,,0.66,0.03,,,,0.022,0.002,-0.002
979,Kepler-159,c,Transit,2,43.59579200,0.00012500,-0.00012500,0.218000,,,,,1,1,,,0.66,0.03,,,,0.031,0.003,-0.003
980,Kepler-160,b,Transit,2,4.30942700,0.00001700,-0.00001700,0.050000,,,,,0,1,,,0.88,0.43,,,,0.014,0.007,-0.007
981,Kepler-160,c,Transit,2,13.69908700,0.00003100,-0.00003100,0.109000,,,,,0,1,,,0.88,0.43,,,,0.033,0.016,-0.016
982,Kepler-161,b,Transit,2,4.92135500,0.00000600,-0.00000600,0.054000,,,,,0,1,0.77,,0.81,0.05,,,,0.019,0.001,-0.001
983,Kepler-161,c,Transit,2,7.06424000,0.00001100,-0.00001100,0.068000,,,,,0,1,0.77,,0.81,0.05,,,,0.019,0.001,-0.001
984,Kepler-162,b,Transit,2,6.91979800,0.00005200,-0.00005200,0.069000,,,,,0,1,,,0.96,0.51,,,,0.012,0.006,-0.006
985,Kepler-162,c,Transit,2,19.44635500,0.00004500,-0.00004500,0.137000,,,,,0,1,,,0.96,0.51,,,,0.028,0.015,-0.015
986,Kepler-163,b,Transit,2,7.81093700,0.00010700,-0.00010700,0.078000,,,,,0,1,0.96,,0.92,0.38,,,,0.010,0.004,-0.004
987,Kepler-163,c,Transit,2,21.34726200,0.00008100,-0.00008100,0.152000,,,,,0,1,0.96,,0.92,0.38,,,,0.021,0.009,-0.009
988,Kepler-164,b,Transit,3,5.03503000,0.00002700,-0.00002700,0.058000,,,,,0,1,1.11,,1.15,0.22,,,,0.013,0.003,-0.003
989,Kepler-164,c,Transit,3,10.94572300,0.00002900,-0.00002900,0.097000,,,,,0,1,1.11,,1.15,0.22,,,,0.025,0.005,-0.005
990,Kepler-164,d,Transit,3,28.98676900,0.00016200,-0.00016200,0.187000,,,,,0,1,1.11,,1.15,0.22,,,,0.022,0.004,-0.004
991,Kepler-165,b,Transit,2,8.18084800,0.00002600,-0.00002600,0.072000,,,,,0,1,,,0.77,0.47,,,,0.021,0.013,-0.013
992,Kepler-165,c,Transit,2,15.31299000,0.00005700,-0.00005700,0.110000,,,,,0,1,,,0.77,0.47,,,,0.021,0.012,-0.012
993,Kepler-166,b,Transit,2,7.65025400,0.00001200,-0.00001200,0.072000,,,,,0,1,,,0.74,0.38,,,,0.021,0.011,-0.011
994,Kepler-166,c,Transit,2,34.26028100,0.00012400,-0.00012400,0.195000,,,,,0,1,,,0.74,0.38,,,,0.022,0.011,-0.011
995,Kepler-167,b,Transit,2,4.39314700,0.00001000,-0.00001000,0.048000,,,,,0,1,0.76,,0.70,0.04,,,,0.013,0.001,-0.001
996,Kepler-167,c,Transit,2,7.40609700,0.00002600,-0.00002600,0.068000,,,,,0,1,0.76,,0.70,0.04,,,,0.013,0.001,-0.001
997,Kepler-168,b,Transit,2,4.42539100,0.00003300,-0.00003300,0.056000,,,,,0,1,,,1.11,0.50,,,,0.013,0.006,-0.006
998,Kepler-168,c,Transit,2,13.19324200,0.00004900,-0.00004900,0.116000,,,,,0,1,,,1.11,0.50,,,,0.025,0.011,-0.011
999,Kepler-169,b,Transit,5,3.25061900,0.00001300,-0.00001300,0.040000,,,,,0,1,0.86,,0.76,0.05,,,,0.010,0.001,-0.001
1000,Kepler-169,c,Transit,5,6.19546900,0.00002900,-0.00002900,0.062000,,,,,0,1,0.86,,0.76,0.05,,,,0.011,0.001,-0.001
1001,Kepler-169,d,Transit,5,8.34812500,0.00004100,-0.00004100,0.075000,,,,,0,1,0.86,,0.76,0.05,,,,0.011,0.001,-0.001
1002,Kepler-169,e,Transit,5,13.76710200,0.00003400,-0.00003400,0.105000,,,,,0,1,0.86,,0.76,0.05,,,,0.020,0.003,-0.003
1003,Kepler-169,f,Transit,5,87.09019500,0.00040600,-0.00040600,0.359000,,,,,0,1,0.86,,0.76,0.05,,,,0.024,0.002,-0.002
1004,Kepler-170,b,Transit,2,7.93059200,0.00001400,-0.00001400,0.080000,,,,,0,1,,,1.03,0.06,,,,0.029,0.002,-0.002
1005,Kepler-170,c,Transit,2,16.66586300,0.00005300,-0.00005300,0.131000,,,,,0,1,,,1.03,0.06,,,,0.026,0.002,-0.002
1006,Kepler-171,b,Transit,3,4.16697200,0.00000700,-0.00000700,0.050000,,,,,0,1,,,0.84,0.38,,,,0.021,0.010,-0.010
1007,Kepler-171,c,Transit,3,11.46346200,0.00002600,-0.00002600,0.098000,,,,,0,1,,,0.84,0.38,,,,0.024,0.011,-0.011
1008,Kepler-171,d,Transit,3,39.59551900,0.00069900,-0.00069900,0.223000,,,,,0,1,,,0.84,0.38,,,,0.017,0.008,-0.008
1009,Kepler-172,b,Transit,4,2.94030900,0.00000700,-0.00000700,0.040000,,,,,0,1,0.86,,1.08,0.19,,,,0.022,0.004,-0.004
1010,Kepler-172,c,Transit,4,6.38899600,0.00002000,-0.00002000,0.068000,,,,,0,1,0.86,,1.08,0.19,,,,0.026,0.005,-0.005
1011,Kepler-172,d,Transit,4,14.62711900,0.00010500,-0.00010500,0.118000,,,,,0,1,0.86,,1.08,0.19,,,,0.021,0.004,-0.004
1012,Kepler-172,e,Transit,4,35.11873600,0.00025300,-0.00025300,0.211000,,,,,0,1,0.86,,1.08,0.19,,,,0.025,0.005,-0.005
1013,Kepler-173,b,Transit,2,4.26374200,0.00002100,-0.00002100,0.048000,,,,,0,1,0.78,,0.95,0.47,,,,0.012,0.006,-0.006
1014,Kepler-173,c,Transit,2,8.00577700,0.00001500,-0.00001500,0.074000,,,,,0,1,0.78,,0.95,0.47,,,,0.022,0.011,-0.011
1015,Kepler-174,b,Transit,3,13.98179000,0.00002400,-0.00002400,0.100000,,,,,0,1,,,0.62,0.03,,,,0.018,0.001,-0.001
1016,Kepler-174,c,Transit,3,44.00052900,0.00026500,-0.00026500,0.214000,,,,,0,1,,,0.62,0.03,,,,0.014,0.001,-0.001
1017,Kepler-174,d,Transit,3,247.35373000,0.00200100,-0.00200100,0.677000,,,,,0,1,,,0.62,0.03,,,,0.020,0.001,-0.001
1018,Kepler-175,b,Transit,2,11.90351500,0.00004600,-0.00004600,0.105000,,,,,0,1,1.04,,1.01,0.50,,,,0.024,0.012,-0.012
1019,Kepler-175,c,Transit,2,34.03525700,0.00027900,-0.00027900,0.213000,,,,,0,1,1.04,,1.01,0.50,,,,0.028,0.014,-0.014
1020,Kepler-176,b,Transit,3,5.43307400,0.00002400,-0.00002400,0.058000,,,,,0,1,,,0.89,0.46,,,,0.013,0.007,-0.007
1021,Kepler-176,c,Transit,3,12.75971200,0.00003300,-0.00003300,0.102000,,,,,0,1,,,0.89,0.46,,,,0.024,0.012,-0.012
1022,Kepler-176,d,Transit,3,25.75197400,0.00011500,-0.00011500,0.163000,,,,,0,1,,,0.89,0.46,,,,0.023,0.012,-0.012
1023,Kepler-177,b,Transit,2,36.85500000,,,,,,,,1,1,1.07,0.25,1.07,0.56,2.00000,0.50000,-0.30000,0.027,0.014,-0.003
1024,Kepler-177,c,Transit,2,49.41200000,,,,,,,,1,1,1.07,0.25,1.07,0.56,7.50000,3.50000,-3.10000,0.065,0.034,-0.007
1025,Kepler-178,b,Transit,3,9.57669400,0.00002100,-0.00002100,0.085000,,,,,0,1,,,1.07,0.45,,,,0.027,0.011,-0.011
1026,Kepler-178,c,Transit,3,20.55280200,0.00006600,-0.00006600,0.142000,,,,,0,1,,,1.07,0.45,,,,0.026,0.011,-0.011
1027,Kepler-178,d,Transit,3,96.67898800,0.00070200,-0.00070200,0.397000,,,,,0,1,,,1.07,0.45,,,,0.036,0.016,-0.016
1028,Kepler-179,b,Transit,2,2.73592600,0.00000800,-0.00000800,0.036000,,,,,0,1,,,0.76,0.31,,,,0.015,0.006,-0.006
1029,Kepler-179,c,Transit,2,6.40013000,0.00001700,-0.00001700,0.064000,,,,,0,1,,,0.76,0.31,,,,0.018,0.007,-0.007
645,Kepler-18,b,Transit,3,3.50472500,0.00002800,-0.00002800,0.044700,0.000600,-0.000600,4.90000,,1,1,0.97,0.04,1.11,0.05,6.90000,3.40000,-3.40000,0.018,0.001,-0.001
646,Kepler-18,c,Transit,3,7.64159000,0.00003000,-0.00003000,0.075200,0.001100,-0.001100,0.59000,87.680,1,1,0.97,0.04,1.11,0.05,17.30000,1.90000,-1.90000,0.050,0.002,-0.002
647,Kepler-18,d,Transit,3,14.85888000,0.00004000,-0.00004000,0.117200,0.001700,-0.001700,0.27000,88.070,1,1,0.97,0.04,1.11,0.05,16.40000,1.40000,-1.40000,0.064,0.003,-0.003
1030,Kepler-180,b,Transit,2,13.81712400,0.00015500,-0.00015500,0.109000,,,,,0,1,0.84,,1.06,0.47,,,,0.014,0.006,-0.006
1031,Kepler-180,c,Transit,2,41.88577500,0.00022800,-0.00022800,0.229000,,,,,0,1,0.84,,1.06,0.47,,,,0.028,0.012,-0.012
1032,Kepler-181,b,Transit,2,3.13787300,0.00001300,-0.00001300,0.040000,,,,,0,1,,,0.75,0.37,,,,0.012,0.006,-0.006
1033,Kepler-181,c,Transit,2,4.30214900,0.00000800,-0.00000800,0.049000,,,,,0,1,,,0.75,0.37,,,,0.018,0.009,-0.009
1034,Kepler-182,b,Transit,2,9.82579200,0.00006200,-0.00006200,0.096000,,,,,0,1,1.14,,1.15,0.51,,,,0.024,0.011,-0.011
1035,Kepler-182,c,Transit,2,20.68434200,0.00009700,-0.00009700,0.157000,,,,,0,1,1.14,,1.15,0.51,,,,0.032,0.014,-0.014
1036,Kepler-183,b,Transit,2,5.68794500,0.00002000,-0.00002000,0.064000,,,,,0,1,,,0.96,0.41,,,,0.019,0.008,-0.008
1037,Kepler-183,c,Transit,2,11.63707100,0.00005500,-0.00005500,0.103000,,,,,0,1,,,0.96,0.41,,,,0.021,0.009,-0.009
1038,Kepler-184,b,Transit,3,10.68757600,0.00002500,-0.00002500,0.092000,,,,,0,1,,,0.87,0.49,,,,0.022,0.012,-0.012
1039,Kepler-184,c,Transit,3,20.30300500,0.00008700,-0.00008700,0.141000,,,,,0,1,,,0.87,0.49,,,,0.018,0.010,-0.010
1040,Kepler-184,d,Transit,3,29.02235800,0.00017600,-0.00017600,0.179000,,,,,0,1,,,0.87,0.49,,,,0.023,0.013,-0.013
1041,Kepler-185,b,Transit,2,1.63290000,0.00000500,-0.00000500,0.026000,,,,,0,1,0.79,,0.81,0.46,,,,0.011,0.006,-0.006
1042,Kepler-185,c,Transit,2,20.72904200,0.00009700,-0.00009700,0.139000,,,,,0,1,0.79,,0.81,0.46,,,,0.018,0.011,-0.011
1043,Kepler-186,b,Transit,5,3.88679070,0.00000620,-0.00000630,0.034300,0.004600,-0.004600,,,0,1,0.48,0.06,0.47,0.05,,,,0.010,0.001,-0.001
1044,Kepler-186,c,Transit,5,7.26730200,0.00001200,-0.00001100,0.045100,0.007000,-0.007000,,,0,1,0.48,0.06,0.47,0.05,,,,0.011,0.001,-0.001
1045,Kepler-186,d,Transit,5,13.34299600,0.00002500,-0.00002400,0.078100,0.010000,-0.010000,,,0,1,0.48,0.06,0.47,0.05,,,,0.013,0.002,-0.002
1046,Kepler-186,e,Transit,5,22.40770400,0.00007400,-0.00007200,0.110000,0.015000,-0.015000,,,0,1,0.48,0.06,0.47,0.05,,,,0.012,0.001,-0.001
1047,Kepler-186,f,Transit,5,129.94590000,0.00120000,-0.00120000,0.356000,0.048000,-0.048000,,,0,1,0.48,0.06,0.47,0.05,,,,0.010,0.001,-0.001
1048,Kepler-187,b,Transit,2,4.93886400,0.00005800,-0.00005800,0.059000,,,,,0,1,0.85,,1.29,0.25,,,,0.013,0.003,-0.003
1049,Kepler-187,c,Transit,2,10.64026300,0.00004800,-0.00004800,0.099000,,,,,0,1,0.85,,1.29,0.25,,,,0.025,0.005,-0.005
1050,Kepler-188,b,Transit,2,2.06189700,0.00001000,-0.00001000,0.032000,,,,,0,1,,,1.14,0.51,,,,0.015,0.007,-0.007
1051,Kepler-188,c,Transit,2,5.99655300,0.00001500,-0.00001500,0.066000,,,,,0,1,,,1.14,0.51,,,,0.029,0.013,-0.013
1052,Kepler-189,b,Transit,2,10.39993100,0.00008500,-0.00008500,0.088000,,,,,0,1,0.79,,0.75,0.38,,,,0.011,0.006,-0.006
1053,Kepler-189,c,Transit,2,20.13486600,0.00005700,-0.00005700,0.137000,,,,,0,1,0.79,,0.75,0.38,,,,0.022,0.011,-0.011
648,Kepler-19,b,Transit,2,9.28699440,0.00000880,-0.00000880,,,,10.40000,89.940,1,1,0.94,0.04,0.85,0.02,20.30000,,,0.020,0.000,0.000
649,Kepler-19,c,Transit Timing Variations,2,160.00000000,,,,,,,,0,1,0.94,0.04,0.85,0.02,1906.90000,,,,,
1054,Kepler-190,b,Transit,2,2.01999900,0.00000300,-0.00000300,0.030000,,,,,0,1,0.84,,0.80,0.05,,,,0.014,0.001,-0.001
1055,Kepler-190,c,Transit,2,3.76302400,0.00000900,-0.00000900,0.045000,,,,,0,1,0.84,,0.80,0.05,,,,0.013,0.001,-0.001
1056,Kepler-191,b,Transit,2,9.93963200,0.00006600,-0.00006600,0.087000,,,,,0,1,0.85,,0.79,0.39,,,,0.012,0.006,-0.006
1057,Kepler-191,c,Transit,2,17.73850600,0.00008200,-0.00008200,0.128000,,,,,0,1,0.85,,0.79,0.39,,,,0.017,0.008,-0.008
1058,Kepler-192,b,Transit,2,9.92674600,0.00001800,-0.00001800,0.090000,,,,,0,1,,,1.01,0.16,,,,0.025,0.004,-0.004
1059,Kepler-192,c,Transit,2,21.22340000,0.00007600,-0.00007600,0.150000,,,,,0,1,,,1.01,0.16,,,,0.026,0.005,-0.005
1060,Kepler-193,b,Transit,2,11.38848000,0.00005400,-0.00005400,0.106000,,,,,0,1,,,1.15,0.52,,,,0.022,0.010,-0.010
1061,Kepler-193,c,Transit,2,50.69749400,0.00044600,-0.00044600,0.286000,,,,,0,1,,,1.15,0.52,,,,0.025,0.011,-0.011
1062,Kepler-194,b,Transit,3,2.09228100,0.00000800,-0.00000800,0.032000,,,,,0,1,,,1.02,0.54,,,,0.014,0.007,-0.007
1063,Kepler-194,c,Transit,3,17.30803200,0.00007900,-0.00007900,0.131000,,,,,0,1,,,1.02,0.54,,,,0.024,0.013,-0.013
1064,Kepler-194,d,Transit,3,52.81497300,0.00048100,-0.00048100,0.275000,,,,,0,1,,,1.02,0.54,,,,0.022,0.012,-0.012
1065,Kepler-195,b,Transit,2,8.30787200,0.00002000,-0.00002000,0.077000,,,,,0,1,,,0.78,0.28,,,,0.019,0.007,-0.007
1066,Kepler-195,c,Transit,2,34.09686300,0.00037100,-0.00037100,0.197000,,,,,0,1,,,0.78,0.28,,,,0.014,0.005,-0.005
1067,Kepler-196,b,Transit,2,20.73988600,0.00006600,-0.00006600,0.138000,,,,,0,1,,,0.78,0.06,,,,0.017,0.001,-0.001
1068,Kepler-196,c,Transit,2,47.42773700,0.00022300,-0.00022300,0.240000,,,,,0,1,,,0.78,0.06,,,,0.021,0.002,-0.002
1069,Kepler-197,b,Transit,4,5.59930800,0.00002300,-0.00002300,0.060000,,,,,0,1,,,1.12,0.03,,,,0.009,0.000,0.000
1070,Kepler-197,c,Transit,4,10.34969500,0.00004500,-0.00004500,0.090000,,,,,0,1,,,1.12,0.03,,,,0.011,0.000,0.000
1071,Kepler-197,d,Transit,4,15.67756300,0.00009600,-0.00009600,0.119000,,,,,0,1,,,1.12,0.03,,,,0.011,0.001,-0.001
1072,Kepler-197,e,Transit,4,25.20971500,0.00038700,-0.00038700,0.164000,,,,,0,1,,,1.12,0.03,,,,0.008,0.000,0.000
1073,Kepler-198,b,Transit,2,17.79003700,0.00003500,-0.00003500,0.131000,,,,,0,1,0.93,,0.94,0.14,,,,0.026,0.004,-0.004
1074,Kepler-198,c,Transit,2,49.56741600,0.00022000,-0.00022000,0.259000,,,,,0,1,0.93,,0.94,0.14,,,,0.023,0.003,-0.003
1075,Kepler-199,b,Transit,2,23.63760400,0.00005000,-0.00005000,0.158000,,,,,1,1,,,0.97,0.17,,,,0.029,0.005,-0.005
1076,Kepler-199,c,Transit,2,67.09340800,0.00019000,-0.00019000,0.316000,,,,,1,1,,,0.97,0.17,,,,0.030,0.005,-0.005
650,Kepler-20,b,Transit,5,3.69612190,0.00000430,-0.00000640,0.045370,0.000540,-0.000600,6.50000,86.500,0,1,0.91,0.04,0.94,0.06,8.70000,2.10000,-2.20000,0.018,0.001,-0.002
653,Kepler-20,e,Transit,5,6.09849300,0.00006500,-0.00006500,,,,,87.500,0,1,0.91,0.04,0.94,0.06,3.08000,,,0.008,0.001,-0.001
651,Kepler-20,c,Transit,5,10.85409200,0.00001300,-0.00001300,0.093000,0.001100,-0.001100,2.91000,88.390,0,1,0.91,0.04,0.94,0.06,16.10000,3.30000,-3.70000,0.028,0.002,-0.003
654,Kepler-20,f,Transit,5,19.57706000,0.00052000,-0.00052000,,,,,88.680,0,1,0.91,0.04,0.94,0.06,14.30000,,,0.009,0.001,-0.001
652,Kepler-20,d,Transit,5,77.61184000,0.00015000,-0.00037000,0.345300,0.004100,-0.004600,4.07000,89.570,0,1,0.91,0.04,0.94,0.06,20.10000,,,0.025,0.002,-0.003
1077,Kepler-200,b,Transit,2,8.59480500,0.00003600,-0.00003600,0.080000,,,,,0,1,,,0.94,0.16,,,,0.019,0.004,-0.004
1078,Kepler-200,c,Transit,2,10.22215700,0.00005300,-0.00005300,0.090000,,,,,0,1,,,0.94,0.16,,,,0.015,0.003,-0.003
1079,Kepler-201,b,Transit,2,25.67208300,0.00007500,-0.00007500,0.175000,,,,,0,1,1.17,,1.23,0.24,,,,0.023,0.004,-0.004
1080,Kepler-201,c,Transit,2,151.88405800,0.00201400,-0.00201400,0.573000,,,,,0,1,1.17,,1.23,0.24,,,,0.026,0.005,-0.005
1081,Kepler-202,b,Transit,2,4.06942700,0.00000700,-0.00000700,0.045000,,,,,0,1,,,0.67,0.03,,,,0.015,0.001,-0.001
1082,Kepler-202,c,Transit,2,16.28249300,0.00003800,-0.00003800,0.113000,,,,,0,1,,,0.67,0.03,,,,0.017,0.001,-0.001
1083,Kepler-203,b,Transit,3,3.16269700,0.00000400,-0.00000400,0.043000,,,,,0,1,0.98,,1.11,0.21,,,,0.024,0.005,-0.005
1084,Kepler-203,c,Transit,3,5.37064700,0.00000800,-0.00000800,0.061000,,,,,0,1,0.98,,1.11,0.21,,,,0.023,0.004,-0.004
1085,Kepler-203,d,Transit,3,11.32972000,0.00008000,-0.00008000,0.100000,,,,,0,1,0.98,,1.11,0.21,,,,0.013,0.003,-0.003
1086,Kepler-204,b,Transit,2,14.40097400,0.00005600,-0.00005600,0.117000,,,,,0,1,0.96,,1.24,0.26,,,,0.023,0.005,-0.005
1087,Kepler-204,c,Transit,2,25.66059300,0.00028800,-0.00028800,0.173000,,,,,0,1,0.96,,1.24,0.26,,,,0.016,0.004,-0.004
1088,Kepler-205,b,Transit,2,2.75564000,0.00000200,-0.00000200,0.032000,,,,,0,1,,,0.55,0.02,,,,0.014,0.001,-0.001
1089,Kepler-205,c,Transit,2,20.30654600,0.00003800,-0.00003800,0.122000,,,,,0,1,,,0.55,0.02,,,,0.015,0.001,-0.001
1090,Kepler-206,b,Transit,3,7.78198700,0.00005800,-0.00005800,0.078000,,,,,0,1,0.94,,1.19,0.23,,,,0.011,0.002,-0.002
1091,Kepler-206,c,Transit,3,13.13747100,0.00006500,-0.00006500,0.111000,,,,,0,1,0.94,,1.19,0.23,,,,0.016,0.003,-0.003
